Year,Sport,Rank,Country,Gold,Silver,Bronze,Total
1994,Karate,6,Chinese Taipei,0,1,3,4
1994,Karate,7,Kuwait,0,1,1,2
1994,Karate,7,Saudi Arabia,0,1,1,2
1994,Karate,9,Malaysia,0,0,3,3
1994,Modern pentathlon,1,South Korea,1,1,1,3
1994,Modern pentathlon,2,Kazakhstan,1,1,0,2
1994,Modern pentathlon,3,Kyrgyzstan,0,0,1,1
1994,Rowing,1,China,11,1,0,12
1994,Rowing,2,Japan,1,6,2,9
1994,Rowing,3,Turkmenistan,0,3,1,4
1994,Rowing,4,South Korea,0,1,3,4
1994,Rowing,5,Hong Kong,0,1,2,3
1994,Rowing,6,Chinese Taipei,0,0,1,1
1994,Rowing,6,India,0,0,1,1
1994,Rowing,6,Kazakhstan,0,0,1,1
1994,Sailing,1,China,3,0,1,4
1994,Sailing,2,Japan,2,2,0,4
1994,Sailing,3,Singapore,1,1,0,2
1994,Sailing,4,Malaysia,1,0,0,1
1994,Sailing,5,Hong Kong,0,2,1,3
1994,Sailing,6,Pakistan,0,1,1,2
1994,Sailing,6,South Korea,0,1,1,2
1994,Sailing,8,India,0,0,2,2
1994,Sailing,9,Thailand,0,0,1,1
1994,Shooting,1,China,15,13,10,38
1994,Shooting,11,Thailand,0,0,2,2
1994,Shooting,2,South Korea,7,8,9,24
1994,Shooting,3,Kazakhstan,4,4,3,11
1994,Shooting,4,Japan,3,5,5,13
1994,Shooting,5,Kuwait,2,0,2,4
1994,Shooting,6,Uzbekistan,1,2,2,5
1994,Shooting,7,India,1,0,1,2
1994,Shooting,8,Saudi Arabia,1,0,0,1
1994,Shooting,9,Kyrgyzstan,0,1,0,1
1994,Shooting,9,Mongolia,0,1,0,1
1994,Soft tennis,1,South Korea,2,3,0,5
1994,Soft tennis,2,Chinese Taipei,1,1,1,3
1994,Soft tennis,3,Japan,1,0,3,4
1994,Swimming,1,China,15,8,3,26
1994,Swimming,2,Japan,10,18,16,44
1994,Swimming,3,South Korea,2,1,4,7
1994,Swimming,4,Thailand,2,0,2,4
1994,Swimming,5,Kazakhstan,1,2,3,6
1994,Swimming,6,Syria,1,1,0,2
1994,Swimming,7,Hong Kong,0,1,1,2
1994,Swimming,8,Singapore,0,0,1,1
1994,Swimming,8,Uzbekistan,0,0,1,1
1994,Table tennis,1,China,5,2,4,11
1994,Table tennis,2,South Korea,1,3,4,8
1994,Table tennis,3,Japan,1,0,2,3
1994,Table tennis,4,Chinese Taipei,0,1,1,2
1994,Table tennis,4,Hong Kong,0,1,1,2
1994,Taekwondo,1,South Korea,4,0,0,4
1994,Taekwondo,10,Malaysia,0,0,3,3
1994,Taekwondo,11,Saudi Arabia,0,0,2,2
1994,Taekwondo,12,Nepal,0,0,1,1
1994,Taekwondo,12,Uzbekistan,0,0,1,1
1994,Taekwondo,2,Iran,1,2,1,4
1994,Taekwondo,3,Chinese Taipei,1,0,1,2
1994,Taekwondo,3,Kuwait,1,0,1,2
1994,Taekwondo,5,Vietnam,1,0,0,1
1994,Taekwondo,6,Jordan,0,2,2,4
1994,Taekwondo,7,Indonesia,0,2,1,3
1994,Taekwondo,8,Japan,0,1,3,4
1994,Taekwondo,9,Philippines,0,1,0,1
1994,Tennis,1,Japan,3,2,3,8
1994,Tennis,2,China,2,1,3,6
1994,Tennis,3,India,2,0,1,3
1994,Tennis,4,Indonesia,0,2,3,5
1994,Tennis,5,South Korea,0,2,2,4
1994,Tennis,6,Chinese Taipei,0,0,1,1
1994,Tennis,6,Malaysia,0,0,1,1
1994,Volleyball,1,Japan,1,0,1,2
1994,Volleyball,1,South Korea,1,0,1,2
1994,Volleyball,3,China,0,2,0,2
1994,Water Polo,1,Kazakhstan,1,0,0,1
1994,Water Polo,2,China,0,1,0,1
1994,Water Polo,3,Japan,0,0,1,1
1994,Weightlifting,1,China,13,5,1,19
1994,Weightlifting,10,Uzbekistan,0,0,2,2
1994,Weightlifting,11,Kyrgyzstan,0,0,1,1
1994,Weightlifting,11,Myanmar,0,0,1,1
1994,Weightlifting,2,Kazakhstan,3,1,2,6
1994,Weightlifting,3,South Korea,2,3,2,7
1994,Weightlifting,4,Turkmenistan,1,0,0,1
1994,Weightlifting,5,Chinese Taipei,0,3,2,5
1994,Weightlifting,6,Thailand,0,3,1,4
1994,Weightlifting,7,Japan,0,2,3,5
1994,Weightlifting,8,India,0,1,3,4
1994,Weightlifting,9,Indonesia,0,1,1,2
1994,Wrestling,1,South Korea,9,1,6,16
1994,Wrestling,2,Iran,6,3,2,11
1994,Wrestling,3,Kazakhstan,3,5,1,9
1994,Wrestling,4,Japan,1,4,5,10
1994,Wrestling,5,Mongolia,1,1,1,3
1994,Wrestling,6,Kyrgyzstan,0,2,2,4
1994,Wrestling,7,China,0,2,1,3
1994,Wrestling,8,Uzbekistan,0,1,2,3
1994,Wrestling,9,Syria,0,1,0,1
1994,Wushu,1,China,5,0,0,5
1994,Wushu,2,Japan,1,2,1,4
1994,Wushu,3,Chinese Taipei,0,1,1,2
1994,Wushu,3,Hong Kong,0,1,1,2
1994,Wushu,3,South Korea,0,1,1,2
1994,Wushu,6,Macau,0,1,0,1
1994,Wushu,7,Philippines,0,0,2,2
1994,Wushu,7,Singapore,0,0,2,2
1994,Wushu,9,Malaysia,0,0,1,1
1998,Archery,1,South Korea,4,2,0,6
1998,Archery,2,China,0,1,2,3
1998,Archery,3,Chinese Taipei,0,1,0,1
1998,Archery,4,Japan,0,0,1,1
1998,Archery,4,Kazakhstan,0,0,1,1
1998,Artistic swimming,1,Japan,2,0,0,2
1998,Artistic swimming,2,South Korea,0,2,0,2
1998,Artistic swimming,3,China,0,0,2,2
1998,Athletics,1,China,15,17,7,39
1998,Athletics,10,Thailand,0,2,3,5
1998,Athletics,11,Chinese Taipei,0,1,2,3
1998,Athletics,12,Iran,0,1,1,2
1998,Athletics,12,North Korea,0,1,1,2
1998,Athletics,14,Kyrgyzstan,0,0,2,2
1998,Athletics,15,Malaysia,0,0,1,1
1998,Athletics,15,Oman,0,0,1,1
1998,Athletics,15,Turkmenistan,0,0,1,1
1998,Athletics,2,Japan,12,4,8,24
1998,Athletics,3,Kazakhstan,4,4,5,13
1998,Athletics,4,South Korea,4,3,2,9
1998,Athletics,5,Sri Lanka,3,0,2,5
1998,Athletics,6,India,2,6,7,15
1998,Athletics,7,Qatar,2,3,3,8
1998,Athletics,8,Uzbekistan,2,3,0,5
1998,Athletics,9,Indonesia,1,0,0,1
1998,Badminton,1,China,3,2,4,9
1998,Badminton,2,Indonesia,2,2,2,6
1998,Badminton,3,South Korea,1,2,4,7
1998,Badminton,4,Japan,1,0,1,2
1998,Badminton,5,Thailand,0,1,1,2
1998,Badminton,6,Malaysia,0,0,2,2
1998,Baseball,1,South Korea,1,0,0,1
1998,Baseball,2,Japan,0,1,0,1
1998,Baseball,3,Chinese Taipei,0,0,1,1
1998,Basketball,1,China,1,1,0,2
1998,Basketball,2,Japan,1,0,0,1
1998,Basketball,3,South Korea,0,1,1,2
1998,Basketball,4,Philippines,0,0,1,1
1998,Beach volleyball,1,China,1,0,0,1
1998,Beach volleyball,1,Thailand,1,0,0,1
1998,Beach volleyball,3,Indonesia,0,1,1,2
1998,Beach volleyball,3,Japan,0,1,1,2
1998,Bowling,1,Chinese Taipei,6,2,3,11
1998,Bowling,2,South Korea,2,3,1,6
1998,Bowling,3,Thailand,1,4,0,5
1998,Bowling,4,Hong Kong,1,0,0,1
1998,Bowling,5,Singapore,0,1,1,2
1998,Bowling,6,Japan,0,0,2,2
1998,Bowling,7,Malaysia,0,0,1,1
1998,Bowling,7,Philippines,0,0,1,1
1998,Bowling,7,United Arab Emirates,0,0,1,1
1998,Boxing,1,Thailand,5,0,3,8
1998,Boxing,10,Mongolia,0,0,3,3
1998,Boxing,11,Japan,0,0,1,1
1998,Boxing,11,Jordan,0,0,1,1
1998,Boxing,11,North Korea,0,0,1,1
1998,Boxing,11,Philippines,0,0,1,1
1998,Boxing,11,Syria,0,0,1,1
1998,Boxing,2,Uzbekistan,3,4,2,9
1998,Boxing,3,Kazakhstan,3,1,1,5
1998,Boxing,4,India,1,0,1,2
1998,Boxing,5,South Korea,0,2,5,7
1998,Boxing,6,Indonesia,0,2,0,2
1998,Boxing,7,Pakistan,0,1,3,4
1998,Boxing,8,Iran,0,1,1,2
1998,Boxing,9,China,0,1,0,1
1998,Canoeing,1,Kazakhstan,8,2,0,10
1998,Canoeing,2,China,3,3,4,10
1998,Canoeing,3,Uzbekistan,1,4,3,8
1998,Canoeing,4,Japan,0,1,2,3
1998,Canoeing,4,South Korea,0,1,2,3
1998,Canoeing,6,Indonesia,0,1,0,1
1998,Canoeing,7,North Korea,0,0,1,1
1998,Cue sports,1,Chinese Taipei,3,2,1,6
1998,Cue sports,10,South Korea,0,0,1,1
1998,Cue sports,2,India,2,1,1,4
1998,Cue sports,3,Japan,1,2,2,5
1998,Cue sports,4,Malaysia,1,1,0,2
1998,Cue sports,5,Pakistan,1,0,2,3
1998,Cue sports,6,Hong Kong,1,0,1,2
1998,Cue sports,7,Philippines,1,0,0,1
1998,Cue sports,8,Thailand,0,3,2,5
1998,Cue sports,9,Singapore,0,1,0,1
1998,Cycling,1,China,4,3,3,10
1998,Cycling,2,Japan,3,8,1,12
1998,Cycling,3,Kazakhstan,2,2,1,5
1998,Cycling,4,South Korea,2,1,2,5
1998,Cycling,5,Thailand,2,1,1,4
1998,Cycling,6,Hong Kong,1,0,1,2
1998,Cycling,6,Iran,1,0,1,2
1998,Cycling,8,Chinese Taipei,0,0,3,3
1998,Cycling,9,Kyrgyzstan,0,0,1,1
1998,Cycling,9,Philippines,0,0,1,1
1998,Dancesport,1,Chinese Taipei,1,1,0,2
1998,Dancesport,2,Thailand,1,0,0,1
1998,Dancesport,3,China,0,1,2,3
1998,Diving,1,China,4,4,0,8
1998,Diving,2,Thailand,0,0,2,2
1998,Diving,3,Kazakhstan,0,0,1,1
1998,Diving,3,North Korea,0,0,1,1
1998,Equestrian,1,Japan,3,1,1,5
1998,Equestrian,2,South Korea,2,3,0,5
1998,Equestrian,3,Thailand,1,1,2,4
1998,Equestrian,4,Malaysia,0,1,1,2
1998,Equestrian,5,India,0,0,1,1
1998,Equestrian,5,Kuwait,0,0,1,1
1998,Fencing,1,South Korea,5,5,2,12
1998,Fencing,2,China,5,3,5,13
1998,Fencing,3,Japan,0,1,2,3
1998,Fencing,4,Kazakhstan,0,1,0,1
1998,Fencing,5,Iran,0,0,1,1
1998,Field hockey,1,India,1,0,0,1
1998,Field hockey,2,South Korea,0,1,0,1
1998,Field hockey,3,Pakistan,0,0,1,1
1998,Football,1,China,1,0,1,2
1998,Football,2,Iran,1,0,0,1
1998,Football,3,Kuwait,0,1,0,1
1998,Football,3,North Korea,0,1,0,1
1998,Football,5,Japan,0,0,1,1
1998,Golf,1,Chinese Taipei,2,1,1,4
1998,Golf,2,Japan,2,0,1,3
1998,Golf,3,Philippines,0,2,1,3
1998,Golf,4,South Korea,0,1,1,2
1998,Gymnastics,1,China,14,6,5,25
1998,Gymnastics,2,North Korea,1,4,0,5
1998,Gymnastics,3,South Korea,1,2,2,5
1998,Gymnastics,4,Thailand,1,0,0,1
1998,Gymnastics,5,Japan,0,3,7,10
1998,Gymnastics,6,Kazakhstan,0,2,4,6
1998,Gymnastics,7,Uzbekistan,0,1,0,1
1998,Gymnastics,8,Chinese Taipei,0,0,2,2
1998,Handball,1,South Korea,2,0,0,2
1998,Handball,2,Kuwait,0,1,0,1
1998,Handball,2,North Korea,0,1,0,1
1998,Handball,4,Japan,0,0,2,2
1998,Judo,1,Japan,5,4,3,12
1998,Judo,10,Thailand,0,0,2,2
1998,Judo,2,China,3,2,4,9
1998,Judo,3,South Korea,3,1,6,10
1998,Judo,4,Mongolia,2,0,4,6
1998,Judo,5,North Korea,1,2,0,3
1998,Judo,6,Kazakhstan,0,2,2,4
1998,Judo,7,Iran,0,1,3,4
1998,Judo,8,Chinese Taipei,0,1,2,3
1998,Judo,8,Uzbekistan,0,1,2,3
1998,Kabaddi,1,India,1,0,0,1
1998,Kabaddi,2,Pakistan,0,1,0,1
1998,Kabaddi,3,Bangladesh,0,0,1,1
1998,Karate,1,Japan,5,1,1,7
1998,Karate,10,Nepal,0,0,1,1
1998,Karate,2,Malaysia,2,0,4,6
1998,Karate,3,Iran,1,3,0,4
1998,Karate,4,Indonesia,1,2,3,6
1998,Karate,5,Chinese Taipei,1,1,2,4
1998,Karate,6,Kuwait,1,1,1,3
1998,Karate,7,Vietnam,0,1,4,5
1998,Karate,8,Thailand,0,1,2,3
1998,Karate,9,Syria,0,0,2,2
1998,Rowing,1,China,11,0,0,11
1998,Rowing,2,Japan,0,6,1,7
1998,Rowing,3,Hong Kong,0,2,0,2
1998,Rowing,4,North Korea,0,1,4,5
1998,Rowing,5,Indonesia,0,1,0,1
1998,Rowing,5,Kazakhstan,0,1,0,1
1998,Rowing,7,India,0,0,2,2
1998,Rowing,7,Pakistan,0,0,2,2
1998,Rowing,9,Chinese Taipei,0,0,1,1
1998,Rowing,9,Thailand,0,0,1,1
1998,Rugby union,1,South Korea,2,0,0,2
1998,Rugby union,2,Japan,0,2,0,2
1998,Rugby union,3,Chinese Taipei,0,0,1,1
1998,Rugby union,3,Thailand,0,0,1,1
1998,Sailing,1,South Korea,6,1,3,10
1998,Sailing,10,Chinese Taipei,0,1,0,1
1998,Sailing,11,Sri Lanka,0,0,1,1
1998,Sailing,2,China,3,3,2,8
1998,Sailing,3,Thailand,3,1,4,8
1998,Sailing,4,Singapore,2,1,3,6
1998,Sailing,5,Hong Kong,1,1,1,3
1998,Sailing,6,Indonesia,1,0,0,1
1998,Sailing,7,Japan,0,4,1,5
1998,Sailing,8,Malaysia,0,3,0,3
1998,Sailing,9,Pakistan,0,1,1,2
1998,Sepak takraw,1,Thailand,5,0,1,6
1998,Sepak takraw,2,Myanmar,1,3,2,6
1998,Sepak takraw,3,Malaysia,0,2,1,3
1998,Sepak takraw,4,Vietnam,0,1,2,3
1998,Sepak takraw,5,China,0,0,2,2
1998,Sepak takraw,6,Brunei,0,0,1,1
1998,Sepak takraw,6,Singapore,0,0,1,1
1998,Shooting,1,China,18,8,8,34
1998,Shooting,10,Kyrgyzstan,0,2,0,2
1998,Shooting,11,Uzbekistan,0,1,1,2
1998,Shooting,12,Mongolia,0,0,1,1
1998,Shooting,12,Singapore,0,0,1,1
1998,Shooting,2,Kazakhstan,3,6,4,13
1998,Shooting,3,Thailand,3,3,5,11
1998,Shooting,4,Kuwait,3,3,1,7
1998,Shooting,5,North Korea,3,1,2,6
1998,Shooting,6,South Korea,2,5,5,12
1998,Shooting,7,Japan,1,3,5,9
1998,Shooting,8,Turkmenistan,1,0,0,1
1998,Shooting,9,India,0,2,1,3
1998,Soft tennis,1,South Korea,3,0,1,4
1998,Soft tennis,2,Chinese Taipei,1,3,1,5
1998,Soft tennis,3,Japan,0,1,2,3
1998,Softball,1,China,1,0,0,1
1998,Softball,2,Japan,0,1,0,2
1998,Softball,2,Chinese Taipei,0,1,0,0
1998,Squash,1,Pakistan,1,1,0,2
1998,Squash,2,Malaysia,1,0,1,2
1998,Squash,3,Hong Kong,0,1,1,2
1998,Squash,4,Singapore,0,0,2,2
1998,Swimming,1,Japan,15,12,10,37
1998,Swimming,2,China,13,17,3,33
1998,Swimming,3,Thailand,1,3,1,5
1998,Swimming,4,Malaysia,1,1,1,3
1998,Swimming,5,South Korea,1,0,7,8
1998,Swimming,6,Chinese Taipei,1,0,4,5
1998,Swimming,7,Kazakhstan,0,0,3,3
1998,Swimming,8,Philippines,0,0,2,2
1998,Swimming,9,Hong Kong,0,0,1,1
1998,Swimming,9,Syria,0,0,1,1
1998,Table tennis,1,China,6,2,1,9
1998,Table tennis,2,South Korea,1,3,4,8
1998,Table tennis,3,Hong Kong,0,1,1,2
1998,Table tennis,3,North Korea,0,1,1,2
1998,Table tennis,5,Chinese Taipei,0,0,5,5
1998,Table tennis,6,Japan,0,0,2,2
1998,Taekwondo,1,South Korea,11,1,0,12
1998,Taekwondo,11,Malaysia,0,1,1,2
1998,Taekwondo,12,Japan,0,0,2,2
1998,Taekwondo,12,Kazakhstan,0,0,2,2
1998,Taekwondo,14,Kuwait,0,0,1,1
1998,Taekwondo,2,Chinese Taipei,3,1,3,7
1998,Taekwondo,3,Vietnam,1,2,3,6
1998,Taekwondo,4,Iran,1,1,3,5
1998,Taekwondo,5,Thailand,0,3,5,8
1998,Taekwondo,6,Jordan,0,3,1,4
1998,Taekwondo,7,China,0,1,4,5
1998,Taekwondo,8,Philippines,0,1,3,4
1998,Taekwondo,9,Indonesia,0,1,2,3
1998,Taekwondo,9,Nepal,0,1,2,3
1998,Tennis,1,South Korea,2,3,0,5
1998,Tennis,2,Japan,1,2,3,6
1998,Tennis,3,China,1,1,4,6
1998,Tennis,4,Thailand,1,1,0,2
1998,Tennis,5,Chinese Taipei,1,0,1,2
1998,Tennis,5,Indonesia,1,0,1,2
1998,Tennis,7,India,0,0,4,4
1998,Tennis,8,Uzbekistan,0,0,1,1
1998,Volleyball,1,China,2,0,0,2
1998,Volleyball,2,South Korea,0,2,0,2
1998,Volleyball,3,Chinese Taipei,0,0,1,1
1998,Volleyball,3,Japan,0,0,1,1
1998,Water Polo,1,Kazakhstan,1,0,0,1
1998,Water Polo,2,Uzbekistan,0,1,0,1
1998,Water Polo,3,China,0,0,1,1
1998,Weightlifting,1,China,11,2,0,13
1998,Weightlifting,10,Indonesia,0,0,1,1
1998,Weightlifting,10,Japan,0,0,1,1
1998,Weightlifting,10,Thailand,0,0,1,1
1998,Weightlifting,2,South Korea,2,1,2,5
1998,Weightlifting,3,Iran,1,2,2,5
1998,Weightlifting,4,Kazakhstan,1,2,1,4
1998,Weightlifting,5,Myanmar,0,3,2,5
1998,Weightlifting,6,Chinese Taipei,0,2,3,5
1998,Weightlifting,7,North Korea,0,1,1,2
1998,Weightlifting,7,Uzbekistan,0,1,1,2
1998,Weightlifting,9,India,0,1,0,1
1998,Wrestling,1,South Korea,7,0,2,9
1998,Wrestling,10,China,0,0,4,4
1998,Wrestling,2,Iran,5,1,1,7
1998,Wrestling,3,Kazakhstan,2,1,3,6
1998,Wrestling,4,North Korea,2,1,0,3
1998,Wrestling,5,Uzbekistan,0,6,2,8
1998,Wrestling,6,Japan,0,2,2,4
1998,Wrestling,6,Mongolia,0,2,2,4
1998,Wrestling,8,Syria,0,2,0,2
1998,Wrestling,9,Kyrgyzstan,0,1,0,1
1998,Wushu,1,China,9,1,0,10
1998,Wushu,11,Kazakhstan,0,0,2,2
1998,Wushu,12,Indonesia,0,0,1,1
1998,Wushu,12,Laos,0,0,1,1
1998,Wushu,12,Singapore,0,0,1,1
1998,Wushu,2,Chinese Taipei,1,1,3,5
1998,Wushu,3,Hong Kong,1,1,0,2
1998,Wushu,4,Thailand,0,2,3,5
1998,Wushu,5,Philippines,0,2,2,4
1998,Wushu,6,Vietnam,0,1,2,3
1998,Wushu,7,Japan,0,1,1,2
1998,Wushu,7,Malaysia,0,1,1,2
1998,Wushu,9,Iran,0,1,0,1
1998,Wushu,9,Macau,0,1,0,1
2002,Archery,1,South Korea,2,1,2,5
2002,Archery,2,Chinese Taipei,1,2,0,3
2002,Archery,3,Japan,1,1,0,2
2002,Archery,4,China,0,0,1,1
2002,Archery,4,Kazakhstan,0,0,1,1
2002,Artistic swimming,1,Japan,2,0,0,2
2002,Artistic swimming,2,China,0,1,1,2
2002,Artistic swimming,2,South Korea,0,1,1,2
2002,Athletics,1,China,14,14,13,41
2002,Athletics,10,Thailand,1,1,2,4
2002,Athletics,11,Kyrgyzstan,1,1,0,2
2002,Athletics,12,Kuwait,1,0,0,1
2002,Athletics,12,North Korea,1,0,0,1
2002,Athletics,14,Uzbekistan,0,1,3,4
2002,Athletics,15,Iran,0,1,0,1
2002,Athletics,2,India,7,6,4,17
2002,Athletics,3,Saudi Arabia,7,1,0,8
2002,Athletics,4,Kazakhstan,3,4,5,12
2002,Athletics,5,South Korea,3,2,1,6
2002,Athletics,6,Japan,2,13,8,23
2002,Athletics,7,Bahrain,2,1,1,4
2002,Athletics,8,Sri Lanka,2,0,2,4
2002,Athletics,9,Qatar,1,4,3,8
2002,Badminton,1,South Korea,4,2,3,9
2002,Badminton,2,China,2,2,3,7
2002,Badminton,3,Indonesia,1,1,3,5
2002,Badminton,4,Thailand,0,2,1,3
2002,Badminton,5,Hong Kong,0,0,2,2
2002,Badminton,5,Malaysia,0,0,2,2
2002,Baseball,1,South Korea,1,0,0,1
2002,Baseball,2,Chinese Taipei,0,1,0,1
2002,Baseball,3,Japan,0,0,1,1
2002,Basketball,1,China,1,1,0,2
2002,Basketball,1,South Korea,1,1,0,2
2002,Basketball,3,Chinese Taipei,0,0,1,1
2002,Basketball,3,Kazakhstan,0,0,1,1
2002,Beach volleyball,1,China,1,1,1,3
2002,Beach volleyball,2,Japan,1,0,1,2
2002,Beach volleyball,3,Indonesia,0,1,0,1
2002,Bodybuilding,1,South Korea,3,0,2,5
2002,Bodybuilding,10,Myanmar,0,0,1,1
2002,Bodybuilding,10,Qatar,0,0,1,1
2002,Bodybuilding,2,Singapore,2,2,1,5
2002,Bodybuilding,3,Bahrain,1,1,1,3
2002,Bodybuilding,4,Vietnam,1,0,1,2
2002,Bodybuilding,5,Lebanon,1,0,0,1
2002,Bodybuilding,6,Japan,0,2,1,3
2002,Bodybuilding,7,Hong Kong,0,1,0,1
2002,Bodybuilding,7,Indonesia,0,1,0,1
2002,Bodybuilding,7,Malaysia,0,1,0,1
2002,Bowling,1,South Korea,3,2,2,7
2002,Bowling,2,Singapore,3,0,0,3
2002,Bowling,3,Malaysia,2,1,1,4
2002,Bowling,4,Philippines,1,2,1,4
2002,Bowling,5,Japan,1,2,0,3
2002,Bowling,6,United Arab Emirates,0,2,1,3
2002,Bowling,7,Chinese Taipei,0,1,4,5
2002,Bowling,8,Qatar,0,1,1,2
2002,Bowling,9,Thailand,0,1,0,1
2002,Boxing,1,Uzbekistan,5,1,3,9
2002,Boxing,11,Malaysia,0,0,1,1
2002,Boxing,11,Palestine,0,0,1,1
2002,Boxing,2,South Korea,3,2,5,10
2002,Boxing,3,Kazakhstan,2,3,2,7
2002,Boxing,4,Pakistan,1,4,1,6
2002,Boxing,5,Thailand,1,1,2,4
2002,Boxing,6,Philippines,0,1,0,1
2002,Boxing,7,China,0,0,3,3
2002,Boxing,8,Kyrgyzstan,0,0,2,2
2002,Boxing,8,Syria,0,0,2,2
2002,Boxing,8,Tajikistan,0,0,2,2
2002,Canoeing,1,China,8,2,2,12
2002,Canoeing,2,Kazakhstan,3,4,2,9
2002,Canoeing,3,Uzbekistan,2,1,5,8
2002,Canoeing,4,South Korea,0,5,2,7
2002,Canoeing,5,Japan,0,1,2,3
2002,Cue sports,1,Chinese Taipei,2,1,0,3
2002,Cue sports,1,Thailand,2,1,0,3
2002,Cue sports,10,Japan,0,0,2,2
2002,Cue sports,10,Pakistan,0,0,2,2
2002,Cue sports,12,Kuwait,0,0,1,1
2002,Cue sports,3,South Korea,1,2,1,4
2002,Cue sports,4,Hong Kong,1,1,1,3
2002,Cue sports,4,India,1,1,1,3
2002,Cue sports,4,Philippines,1,1,1,3
2002,Cue sports,7,China,1,1,0,2
2002,Cue sports,7,Vietnam,1,1,0,2
2002,Cue sports,9,Myanmar,0,1,1,2
2002,Cycling,1,China,6,2,3,11
2002,Cycling,11,Hong Kong,0,0,2,2
2002,Cycling,2,Japan,5,10,4,19
2002,Cycling,3,South Korea,5,2,6,13
2002,Cycling,4,Kazakhstan,2,1,1,4
2002,Cycling,5,Chinese Taipei,1,0,1,2
2002,Cycling,5,Uzbekistan,1,0,1,2
2002,Cycling,7,Indonesia,0,2,2,4
2002,Cycling,8,Iran,0,1,0,1
2002,Cycling,8,Kyrgyzstan,0,1,0,1
2002,Cycling,8,Malaysia,0,1,0,1
2002,Diving,1,China,8,4,0,12
2002,Diving,2,North Korea,0,2,2,4
2002,Diving,3,South Korea,0,2,1,3
2002,Diving,4,Malaysia,0,0,3,3
2002,Diving,5,Japan,0,0,2,2
2002,Equestrian,1,South Korea,2,4,0,6
2002,Equestrian,2,Japan,2,1,3,6
2002,Equestrian,3,Philippines,1,1,0,2
2002,Equestrian,4,Thailand,1,0,0,1
2002,Equestrian,5,China,0,0,1,1
2002,Equestrian,5,India,0,0,1,1
2002,Equestrian,5,Malaysia,0,0,1,1
2002,Fencing,1,South Korea,6,6,3,15
2002,Fencing,2,China,5,6,3,14
2002,Fencing,3,Kazakhstan,1,0,2,3
2002,Fencing,4,Japan,0,0,3,3
2002,Fencing,5,Hong Kong,0,0,1,1
2002,Field hockey,1,South Korea,1,1,0,2
2002,Field hockey,2,China,1,0,0,1
2002,Field hockey,3,India,0,1,0,1
2002,Field hockey,4,Japan,0,0,1,1
2002,Field hockey,4,Malaysia,0,0,1,1
2002,Football,1,Iran,1,0,0,1
2002,Football,1,North Korea,1,0,0,1
2002,Football,3,Japan,0,1,1,2
2002,Football,4,China,0,1,0,1
2002,Football,5,South Korea,0,0,1,1
2002,Golf,1,South Korea,1,2,2,5
2002,Golf,2,Japan,1,1,1,3
2002,Golf,3,Chinese Taipei,1,0,0,1
2002,Golf,3,India,1,0,0,1
2002,Golf,5,Sri Lanka,0,1,0,1
2002,Golf,6,Philippines,0,0,1,1
2002,Gymnastics,1,China,15,3,3,21
2002,Gymnastics,2,South Korea,3,2,4,9
2002,Gymnastics,3,North Korea,2,2,2,6
2002,Gymnastics,4,Uzbekistan,2,2,0,4
2002,Gymnastics,5,Japan,1,0,5,6
2002,Gymnastics,6,Kazakhstan,0,2,0,2
2002,Gymnastics,7,Chinese Taipei,0,0,1,1
2002,Handball,1,South Korea,2,0,0,2
2002,Handball,2,Kazakhstan,0,1,0,1
2002,Handball,2,Kuwait,0,1,0,1
2002,Handball,4,China,0,0,1,1
2002,Handball,4,Qatar,0,0,1,1
2002,Judo,1,Japan,7,4,3,14
2002,Judo,10,Chinese Taipei,0,0,2,2
2002,Judo,11,Thailand,0,0,1,1
2002,Judo,2,South Korea,4,5,5,14
2002,Judo,3,China,3,1,4,8
2002,Judo,4,Iran,1,1,3,5
2002,Judo,5,North Korea,1,1,2,4
2002,Judo,6,Mongolia,0,1,5,6
2002,Judo,7,Kazakhstan,0,1,3,4
2002,Judo,7,Uzbekistan,0,1,3,4
2002,Judo,9,Turkmenistan,0,1,1,2
2002,Kabaddi,1,India,1,0,0,1
2002,Kabaddi,2,Bangladesh,0,1,0,1
2002,Kabaddi,3,Pakistan,0,0,1,1
2002,Karate,1,Japan,3,1,1,5
2002,Karate,10,Hong Kong,0,1,0,1
2002,Karate,11,Chinese Taipei,0,0,3,3
2002,Karate,12,Philippines,0,0,2,2
2002,Karate,13,Brunei,0,0,1,1
2002,Karate,13,Qatar,0,0,1,1
2002,Karate,13,South Korea,0,0,1,1
2002,Karate,13,Sri Lanka,0,0,1,1
2002,Karate,13,Tajikistan,0,0,1,1
2002,Karate,2,Iran,2,3,0,5
2002,Karate,3,Malaysia,2,1,2,5
2002,Karate,4,Vietnam,2,0,1,3
2002,Karate,5,Kuwait,1,0,3,4
2002,Karate,6,Indonesia,1,0,1,2
2002,Karate,7,Kazakhstan,0,2,1,3
2002,Karate,7,Uzbekistan,0,2,1,3
2002,Karate,9,Macau,0,1,2,3
2002,Modern pentathlon,1,South Korea,4,1,1,6
2002,Modern pentathlon,2,Kazakhstan,2,0,2,4
2002,Modern pentathlon,3,China,0,4,2,6
2002,Modern pentathlon,4,Kyrgyzstan,0,1,0,1
2002,Modern pentathlon,5,Japan,0,0,1,1
2002,Rowing,1,China,12,1,0,13
2002,Rowing,2,Japan,1,5,1,7
